,Ia,Ib,Ic,Va,Vb,Vc
1843,23.54287517,36.17068273,-63.19519251,-0.481467501,0.560090973,-0.078623473
1844,22.63068159,36.98469113,-63.10503575,-0.487211613,0.556391038,-0.069179425
1845,21.71221091,37.78950594,-62.99937695,-0.492835783,0.552553817,-0.059718034
1846,20.78772796,38.58497584,-62.87819495,-0.498338619,0.548580266,-0.050241647
1847,19.8574998,39.37095414,-62.74147005,-0.503718776,0.544471357,-0.040752581
1848,18.92176706,40.14726649,-62.58921642,-0.50897492,0.540228112,-0.031253192
1849,17.98072755,40.91369801,-62.42149495,-0.514105766,0.53585157,-0.021745803
1850,17.03456241,41.67001623,-62.23839039,-0.519110043,0.531342818,-0.012232775
1851,16.08346359,42.4160022,-62.03998027,-0.523986525,0.526702961,-0.002716436
1852,15.12766138,43.15147509,-61.82631031,-0.528734005,0.521933153,0.006800852
1853,14.16741469,43.87628565,-61.59740099,-0.533351322,0.517034561,0.016316761
1854,13.20299123,44.59029354,-61.35327033,-0.53783733,0.512008403,0.025828927
1855,12.23463579,45.29333835,-61.09396277,-0.542190933,0.50685591,0.035335023
1856,11.26256621,45.98523276,-60.81955617,-0.546411052,0.501578363,0.04483269
1857,10.28698186,46.66577369,-60.53015059,-0.550496655,0.496177053,0.054319602
1858,9.308092863,47.33476906,-60.2258416,-0.554446727,0.490653325,0.063793402
1859,8.326132728,47.99205315,-59.90670496,-0.558260303,0.48500853,0.073251773
1860,7.341361082,48.63748707,-59.57279611,-0.561936436,0.479244071,0.082692365
1861,6.354041568,49.27093929,-59.2241697,-0.565474228,0.473361362,0.092112866
1862,5.36442598,49.89226759,-58.86089771,-0.568872798,0.467361862,0.101510936
1863,4.372742259,50.50130925,-58.48307915,-0.572131318,0.461247043,0.110884275
1864,3.379207069,51.09789153,-58.09082975,-0.575248977,0.455018423,0.120230554
1865,2.384039827,51.68184775,-57.68426574,-0.578225015,0.448677529,0.129547486
1866,1.387479881,52.25303249,-57.26348879,-0.581058689,0.442225936,0.138832754
1867,0.389782914,52.81132013,-56.8285874,-0.58374931,0.435665225,0.148084085
1868,-0.608788101,53.35659407,-56.37964773,-0.586296205,0.428997025,0.15729918
1869,-1.607981293,53.88873036,-55.91676996,-0.588698755,0.422222972,0.166475783
1870,-2.607559521,54.40759245,-55.44007355,-0.590956359,0.415344746,0.175611613
1871,-3.607298012,54.91303538,-54.94969306,-0.593068468,0.408364036,0.184704433
1872,-4.606968482,55.40491998,-54.44576393,-0.595034554,0.401282572,0.193751982
1873,-5.606331572,55.88312213,-53.92841327,-0.59685414,0.394102093,0.202752047
1874,-6.605133195,56.34753484,-53.39775774,-0.598526768,0.38682438,0.211702388
1875,-7.60311591,56.79805847,-52.85391328,-0.600052034,0.37945122,0.220600814
1876,-8.600027484,57.2345909,-52.29700508,-0.601429554,0.37198444,0.229445114
1877,-9.595629161,57.65702077,-51.72717418,-0.602658995,0.364425874,0.238233121
1878,-10.58968985,58.0652321,-51.14457294,-0.603740046,0.356777396,0.24696265
1879,-11.58197938,58.45911247,-50.54935678,-0.604672448,0.349040884,0.255631564
1880,-12.57225812,58.83856219,-49.94167511,-0.605455962,0.341218256,0.264237707
1881,-13.56027805,59.20349452,-49.32167094,-0.606090404,0.333311432,0.272778972
1882,-14.54578644,59.55383079,-48.68948591,-0.606575608,0.325322374,0.281253234
1883,-15.52853629,59.88949123,-48.04526931,-0.606911463,0.317253043,0.289658419
1884,-16.50828892,60.21039132,-47.3891818,-0.607097876,0.309105439,0.297992437
1885,-17.48481399,60.51644298,-46.72139415,-0.60713481,0.300881563,0.306253247
1886,-18.45788105,60.80756212,-46.04207974,-0.607022247,0.292583454,0.314438794
1887,-19.42725531,61.08367394,-45.3514091,-0.606760223,0.28421315,0.322547074
1888,-20.39269457,61.34471519,-44.64954781,-0.606348794,0.275772724,0.33057607
1889,-21.35395499,61.59062935,-43.93666113,-0.605788069,0.267264252,0.338523817
1890,-22.31079552,61.82136133,-43.21291937,-0.605078178,0.25868984,0.346388337
1891,-23.26298326,62.03685307,-42.47850224,-0.604219303,0.250051597,0.354167707
1892,-24.21029081,62.23704537,-41.73359699,-0.603211649,0.241351661,0.361859989
1893,-25.15249312,62.42188195,-40.97839427,-0.602055472,0.232592171,0.369463301
1894,-26.08936145,62.59131483,-40.21308281,-0.600751048,0.223775297,0.376975752
1895,-27.02066353,62.74530502,-39.43784861,-0.599298708,0.214903205,0.384395503
1896,-27.9461649,62.88382049,-38.65287701,-0.5976988,0.205978093,0.391720707
1897,-28.86563485,63.00683109,-37.85835763,-0.595951727,0.197002155,0.398949572
1898,-29.77884799,63.11430624,-37.05448676,-0.594057913,0.187977614,0.406080299
1899,-30.68558509,63.2062149,-36.24146725,-0.592017832,0.178906688,0.413111143
1900,-31.58562849,63.28252947,-35.41950463,-0.589831978,0.169791624,0.420040355
1901,-32.47875985,63.34322878,-34.58880403,-0.587500901,0.160634662,0.426866239
1902,-33.36475785,63.38829986,-33.74956844,-0.585025165,0.15143807,0.433587095
1903,-34.24340111,63.41773564,-32.90200086,-0.58240539,0.142204109,0.440201281
1904,-35.11447053,63.43153219,-32.04630708,-0.579642214,0.132935065,0.446707149
1905,-35.97775258,63.42968595,-31.18269838,-0.576736326,0.123633217,0.453103109
1906,-36.83303825,63.41219441,-30.31139083,-0.573688435,0.114300869,0.459387566
1907,-37.68012162,63.37905798,-29.43260329,-0.570499301,0.104940315,0.465558986
1908,-38.51879638,63.3302831,-28.54655434,-0.567169703,0.095553872,0.471615831
1909,-39.34885567,63.26588286,-27.65346154,-0.563700469,0.086143849,0.477556621
1910,-40.17009247,63.18587623,-26.75354217,-0.560092449,0.076712575,0.483379874
1911,-40.98230281,63.09028535,-25.84701588,-0.556346539,0.06726237,0.48908417
1912,-41.78528687,62.97913404,-24.93410608,-0.552463656,0.057795572,0.494668084
1913,-42.57884978,62.85244749,-24.01504028,-0.548444766,0.04831451,0.500130256
1914,-43.36279931,62.71025422,-23.09004797,-0.544290852,0.038821532,0.505469321
1915,-44.13694464,62.55258772,-22.15935897,-0.540002948,0.029318971,0.510683977
1916,-44.90109478,62.37948766,-21.22320215,-0.535582102,0.019809179,0.515772923
1917,-45.65506007,62.19099884,-20.28180641,-0.531029414,0.010294497,0.520734918
1918,-46.39865324,61.98716973,-19.33540206,-0.526345999,0.000777278,0.525568721
1919,-47.13169152,61.76805083,-18.38422238,-0.52153302,-0.008740137,0.530273157
1920,-47.85399616,61.53369478,-17.42850352,-0.516591657,-0.018255391,0.534847048
1921,-48.56539196,61.28415724,-16.46848342,-0.511523137,-0.027766145,0.539289282
1922,-49.26570525,61.01949862,-15.50440014,-0.506328703,-0.037270044,0.543598746
1923,-49.95476376,60.73978455,-14.5364912,-0.501009643,-0.046764751,0.547774394
1924,-50.63239655,60.44508564,-13.56499383,-0.495567263,-0.056247915,0.551815178
1925,-51.29843583,60.13547602,-12.59014632,-0.490002913,-0.065717205,0.555720119
1926,-51.95271754,59.81103243,-11.61218884,-0.484317959,-0.075170277,0.559488235
1927,-52.59508208,59.47183389,-10.63136373,-0.47851381,-0.084604805,0.563118615
1928,-53.22537302,59.11796258,-9.647914501,-0.472591891,-0.094018455,0.566610345
1929,-53.84343662,58.74950479,-8.66208482,-0.46655367,-0.10340891,0.569962581
1930,-54.44912071,58.36655168,-7.674117693,-0.460400631,-0.112773847,0.573174478
1931,-55.04227551,57.96919877,-6.684255832,-0.454134298,-0.122110963,0.576245261
1932,-55.62275408,57.55754528,-5.692742317,-0.447756211,-0.131417946,0.579174157
1933,-56.19041362,57.13169303,-4.699821515,-0.44126795,-0.140692507,0.581960457
1934,-56.74511522,56.69174648,-3.70573905,-0.434671109,-0.149932351,0.584603459
1935,-57.28672385,56.237813,-2.710741358,-0.427967323,-0.159135205,0.587102527
1936,-57.81510709,55.77000386,-1.715074676,-0.421158238,-0.16829879,0.589457028
1937,-58.33013515,55.28843453,-0.718984627,-0.414245543,-0.177420855,0.591666397
1938,-58.83168063,54.79322463,0.277283818,-0.407230934,-0.186499139,0.593730074
1939,-59.31961955,54.28449716,1.273485656,-0.400116151,-0.195531412,0.595647563
1940,-59.79383167,53.76237794,2.2693754,-0.392902942,-0.204515436,0.597418378
1941,-60.25420102,53.22699534,3.26470686,-0.385593093,-0.213449003,0.599042096
1942,-60.70061525,52.67848066,4.25923366,-0.3781884,-0.222329901,0.600518302
1943,-61.13296538,52.1169686,5.252709791,-0.3706907,-0.231155946,0.601846646
1944,-61.55114509,51.54259776,6.244890155,-0.363101832,-0.239924953,0.603026785
1945,-61.95505121,50.95551034,7.235530462,-0.355423678,-0.248634766,0.604058444
1946,-62.3445838,50.35585187,8.224386934,-0.347658125,-0.257283228,0.604941353
1947,-62.719647,49.74377052,9.211215813,-0.339807096,-0.265868213,0.605675309
1948,-63.0801489,49.11941705,10.19577334,-0.33187252,-0.274387596,0.606260116
1949,-63.42600163,48.48294488,11.17781597,-0.323856364,-0.282839281,0.606695644
1950,-63.75712065,47.8345106,12.15710095,-0.315760596,-0.291221176,0.606981772
1951,-64.07342474,47.17427416,13.13338662,-0.307587223,-0.29953122,0.607118443
1952,-64.37483579,46.50239885,14.10643246,-0.299338254,-0.307767355,0.607105609
1953,-64.66127938,45.8190509,15.07599886,-0.29101573,-0.315927558,0.606943288
1954,-64.9326849,45.12439913,16.0418468,-0.282621699,-0.324009806,0.606631505
1955,-65.18898596,44.41861472,17.00373777,-0.274158238,-0.332012113,0.606170351
1956,-65.43012004,43.70187141,17.96143401,-0.265627429,-0.339932498,0.605559927
1957,-65.65602836,42.97434566,18.91469886,-0.257031384,-0.347769013,0.604800396
1958,-65.8666555,42.23621693,19.86329706,-0.248372215,-0.355519717,0.603891933
1959,-66.06194957,41.48766758,20.8069948,-0.239652069,-0.363182706,0.602834775
1960,-66.24186227,40.72888267,21.7455596,-0.230873087,-0.370756082,0.601629169
1961,-66.40634937,39.96004956,22.67876003,-0.222037444,-0.378237982,0.600275426
1962,-66.55537062,39.18135786,23.60636573,-0.213147312,-0.385626555,0.598773867
1963,-66.68888985,38.39299935,24.5281475,-0.204204893,-0.392919983,0.597124876
1964,-66.80687461,37.59516828,25.44387763,-0.195212385,-0.400116461,0.595328846
1965,-66.90929612,36.78806142,26.3533301,-0.186172015,-0.407214219,0.593386234
1966,-66.99612914,35.97187811,27.25628069,-0.177086005,-0.4142115,0.591297505
1967,-67.06735224,35.14681995,28.15250686,-0.167956605,-0.421106584,0.589063189
1968,-67.12294788,34.31309066,29.04178762,-0.158786059,-0.427897763,0.586683822
1969,-67.16290267,33.47089587,29.92390346,-0.149576639,-0.434583367,0.584160007
1970,-67.18720713,32.62044315,30.79863652,-0.140330609,-0.441161742,0.58149235
1971,-67.1958557,31.76194211,31.66577074,-0.131050257,-0.44763127,0.578681526
1972,-67.18884646,30.89560452,32.5250921,-0.121737865,-0.453990347,0.575728213
1973,-67.16618123,30.02164422,33.37638869,-0.11239574,-0.460237414,0.572633154
1974,-67.12786556,29.14027705,34.21945063,-0.103026179,-0.466370919,0.569397098
1975,-67.07390896,28.25172056,35.05407004,-0.0936315,-0.472389359,0.566020858
1976,-67.00432494,27.35619395,35.88004091,-0.084214014,-0.47829124,0.562505253
1977,-66.91913099,26.45391801,36.6971593,-0.074776052,-0.484075113,0.558851165
1978,-66.81834842,25.54511519,37.50522341,-0.065319936,-0.489739544,0.55505948
1979,-66.70200231,24.63000966,38.30403382,-0.055848007,-0.495283143,0.551131149
1980,-66.5701214,23.70882728,39.09339348,-0.046362592,-0.500704535,0.547067127
1981,-66.42273824,22.78179546,39.87310777,-0.036866041,-0.506002388,0.54286843
1982,-66.25988919,21.84914302,40.64298438,-0.02736069,-0.51117539,0.53853608
1983,-66.08161461,20.91110003,41.40283333,-0.01784889,-0.51622227,0.53407116
1984,-65.88795867,19.96789784,42.15246701,-0.008332981,-0.521141777,0.529474758
1985,-65.67896942,19.01976902,42.89170033,0.001184681,-0.525932703,0.524748022
1986,-65.45469855,18.06694746,43.62035084,0.010701756,-0.53059386,0.519892104
1987,-65.21520144,17.10966828,44.3382388,0.020215888,-0.535124104,0.514908216
1988,-64.96053718,16.14816779,45.04518717,0.029724737,-0.539522311,0.509797574
1989,-64.69076862,15.18268326,45.74102158,0.039225949,-0.543787402,0.504561453
1990,-64.4059624,14.21345292,46.42557032,0.048717188,-0.547918319,0.499201131
1991,-64.10618897,13.24071579,47.0986644,0.058196105,-0.551914048,0.493717943
1992,-63.79152244,12.2647118,47.76013765,0.067660367,-0.555773597,0.48811323
1993,-63.46204058,11.28568171,48.40982681,0.077107633,-0.559496021,0.482388388
1994,-63.11782469,10.3038671,49.0475716,0.086535579,-0.563080394,0.476544815
1995,-62.75895972,9.319510282,49.67321472,0.095941871,-0.566525839,0.470583967
1996,-62.38553419,8.33285418,50.28660186,0.105324196,-0.569831498,0.464507302
1997,-61.99764032,7.344142221,50.88758166,0.114680232,-0.572996564,0.458316331
1998,-61.5953739,6.353618295,51.47600578,0.124007678,-0.576020248,0.45201257
1999,-61.17883431,5.361526715,52.05172894,0.133304224,-0.57890181,0.445597586
2000,-60.74812439,4.368112228,52.61460906,0.142567585,-0.581640535,0.439072949
2001,-60.30335045,3.37361995,53.16450727,0.151795468,-0.584235751,0.432440283
2002,-59.84462221,2.378295305,53.70128792,0.160985603,-0.586686813,0.42570121
2003,-59.37205284,1.382383904,54.22481861,0.170135715,-0.588993121,0.418857406
2004,-58.88575897,0.386131472,54.73497017,0.179243554,-0.591154101,0.411910548
2005,-58.38586067,-0.610216232,55.23161667,0.188306865,-0.593169226,0.404862361
2006,-57.87248133,-1.606413431,55.7146355,0.19732342,-0.595037992,0.397714572
2007,-57.34574769,-2.602214366,56.18390747,0.206290987,-0.596759945,0.390468958
2008,-56.8057897,-3.597373333,56.63931678,0.21520736,-0.598334653,0.383127293
2009,-56.2527406,-4.591644764,57.08075111,0.224070332,-0.599761734,0.375691402
2010,-55.68673679,-5.58478331,57.50810155,0.232877723,-0.601040829,0.368163106
2011,-55.10791797,-6.576543935,57.92126266,0.241627354,-0.60217163,0.360544276
2012,-54.51642695,-7.566681968,58.32013247,0.250317073,-0.60315385,0.352836778
2013,-53.91240975,-8.554953155,58.70461251,0.258944728,-0.603987255,0.345042527
2014,-53.29601542,-9.541113683,59.0746079,0.267508198,-0.604671632,0.337163434
2015,-52.66739604,-10.52492023,59.43002733,0.276005362,-0.605206818,0.329201456
2016,-52.02670667,-11.50613005,59.77078314,0.284434133,-0.605592675,0.321158543
2017,-51.37410539,-12.48450101,60.09679127,0.292792422,-0.605829115,0.313036693
2018,-50.7097532,-13.45979172,60.40797127,0.301078174,-0.605916072,0.304837898
2019,-50.03381403,-14.43176156,60.70424635,0.309289339,-0.605853531,0.296564192
2020,-49.34645468,-15.40017076,60.98554337,0.317423897,-0.605641502,0.288217605
2021,-48.64784475,-16.3647804,61.25179289,0.325479834,-0.605280043,0.279800209
2022,-47.9381566,-17.32535246,61.50292922,0.33345517,-0.604769238,0.271314068
2023,-47.2175653,-18.28164995,61.73889041,0.34134793,-0.604109217,0.262761288
2024,-46.48624861,-19.23343689,61.95961826,0.349156172,-0.603300139,0.254143967
2025,-45.74438696,-20.18047844,62.16505829,0.356877965,-0.602342208,0.245464243
2026,-44.99216337,-21.12254095,62.35515981,0.364511409,-0.601235656,0.236724246
2027,-44.22976345,-22.05939201,62.52987588,0.372054615,-0.59998076,0.227926145
2028,-43.4573753,-22.99080049,62.68916337,0.379505728,-0.598577825,0.219072098
2029,-42.67518947,-23.91653657,62.83298298,0.386862902,-0.597027203,0.210164301
2030,-41.88339891,-24.83637185,62.96129923,0.394124329,-0.595329271,0.201204941
2031,-41.08219895,-25.75007935,63.07408047,0.401288212,-0.593484453,0.192196241
2032,-40.27178723,-26.65743363,63.17129887,0.408352789,-0.591493198,0.18314041
2033,-39.4523637,-27.55821083,63.25293043,0.41531631,-0.589356005,0.174039695
2034,-38.6241305,-28.45218871,63.31895498,0.422177064,-0.587073393,0.16489633
2035,-37.78729199,-29.33914673,63.36935623,0.428933351,-0.584645933,0.155712582
2036,-36.9420546,-30.21886602,63.40412173,0.435583511,-0.582074218,0.146490706
2037,-36.08862683,-31.09112955,63.42324292,0.442125898,-0.579358887,0.137232989
2038,-35.22721921,-31.95572207,63.42671506,0.448558902,-0.576500605,0.127941703
2039,-34.35804424,-32.81243027,63.41453732,0.454880931,-0.573500083,0.118619153
2040,-33.48131633,-33.66104278,63.38671268,0.46109043,-0.570358056,0.109267626
2041,-32.59725178,-34.50135023,63.34324799,0.467185863,-0.567075304,0.099889442
2042,-31.70606868,-35.33314529,63.28415397,0.47316573,-0.563652632,0.090486903
2043,-30.80798689,-36.15622275,63.20944519,0.47902855,-0.56009089,0.08106234
2044,-29.90322792,-36.97037951,63.11914009,0.484772883,-0.556390951,0.071618068
2045,-28.99201498,-37.7754147,63.01326095,0.490397306,-0.552553734,0.062156428
2046,-28.07457283,-38.57112967,62.89183389,0.495900436,-0.54858018,0.052679743
2047,-27.1511278,-39.35732811,62.75488887,0.501280911,-0.544471274,0.043190363
2048,-26.22190769,-40.13381606,62.60245967,0.506537408,-0.540228026,0.033690618
2049,-25.28714174,-40.90040192,62.43458388,0.511668625,-0.535851487,0.024182862
2050,-24.34706053,-41.65689656,62.25130293,0.516673301,-0.531342732,0.014669431
2051,-23.40189596,-42.40311333,62.05266203,0.521550196,-0.526702879,0.005152683
2052,-22.45188117,-43.13886811,61.83871019,0.526298112,-0.521933067,-0.004365045
2053,-21.49725052,-43.86397936,61.60950022,0.530915872,-0.517034478,-0.013881394
2054,-20.53823948,-44.57826818,61.36508864,0.535402343,-0.512008317,-0.023394027
2055,-19.57508465,-45.28155833,61.10553577,0.539756412,-0.506855827,-0.032900585
2056,-18.60802359,-45.9736763,60.83090564,0.54397701,-0.501578276,-0.042398734
2057,-17.63729488,-46.65445133,60.54126599,0.548063091,-0.496176971,-0.05188612
2058,-16.66313795,-47.32371543,60.2366883,0.552013651,-0.490653238,-0.061360413
2059,-15.68579312,-47.98130348,59.91724771,0.555827711,-0.485008447,-0.070819263
2060,-14.70550146,-48.62705324,59.58302304,0.559504335,-0.479243985,-0.08026035
2061,-13.72250479,-49.26080537,59.23409676,0.56304261,-0.473361279,-0.089681331
2062,-12.73704558,-49.88240351,58.87055494,0.566441669,-0.467361776,-0.099079893
2063,-11.74936694,-50.4916943,58.49248728,0.569700667,-0.46124696,-0.108453707
2064,-10.75971249,-51.08852742,58.09998706,0.572818807,-0.455018337,-0.11780047
2065,-9.768326357,-51.67275559,57.69315112,0.575795313,-0.448677447,-0.127117867
2066,-8.775453078,-52.24423468,57.27207985,0.578629457,-0.442225849,-0.136403607
2067,-7.78133757,-52.80282368,56.83687712,0.581320533,-0.435665142,-0.145655391
2068,-6.786225047,-53.34838476,56.38765033,0.583867884,-0.428996939,-0.154870945
2069,-5.790360983,-53.88078333,55.9245103,0.586270874,-0.422222889,-0.164047985
2070,-4.793991024,-54.39988803,55.44757131,0.588528918,-0.41534466,-0.173184259
2071,-3.797360949,-54.90557079,54.95695102,0.590641452,-0.408363953,-0.182277499
2072,-2.800716589,-55.39770682,54.45277049,0.592607961,-0.401282486,-0.191325475
2073,-1.804303788,-55.87617471,53.93515412,0.594427953,-0.394102011,-0.200325942
2074,-0.80836832,-56.3408564,53.40422962,0.596100986,-0.386824294,-0.209276692
2075,0.186844144,-56.79163724,52.86012798,0.59762664,-0.379451137,-0.218175503
2076,1.181088122,-57.22840602,52.30298346,0.599004546,-0.371984354,-0.227020193
2077,2.174118361,-57.65105496,51.73293351,0.600234358,-0.364425791,-0.235808567
2078,3.165689921,-58.0594798,51.15011877,0.601315778,-0.35677731,-0.244538468
2079,4.155558209,-58.45357975,50.55468307,0.602248533,-0.349040801,-0.253207732
2080,5.14347907,-58.83325759,49.94677329,0.603032399,-0.341218169,-0.261814229
2081,6.129208815,-59.19841963,49.32653944,0.603667177,-0.33331135,-0.270355827
2082,7.112504306,-59.54897578,48.69413455,0.604152716,-0.325322288,-0.278830428
2083,8.093122996,-59.88483954,48.04971466,0.60448889,-0.31725296,-0.28723593
2084,9.070823006,-60.20592805,47.39343875,0.604675623,-0.309105353,-0.29557027
2085,10.04536317,-60.51216209,46.72546876,0.604712863,-0.30088148,-0.303831382
2086,11.01650312,-60.8034661,46.04596948,0.604600605,-0.292583368,-0.312017237
2087,11.9840033,-61.07976821,45.35510859,0.604338873,-0.284213067,-0.320125806
2088,12.94762507,-61.34100024,44.65305653,0.603927736,-0.275772638,-0.328155098
2089,13.90713076,-61.58709774,43.93998653,0.603367291,-0.267264169,-0.336103122
2090,14.86228369,-61.818,43.21607452,0.602657681,-0.258689754,-0.343967926
2091,15.81284826,-62.03365004,42.48149912,0.601799075,-0.250051514,-0.351747561
2092,16.75859002,-62.23399466,41.73644157,0.600791692,-0.241351575,-0.359440117
2093,17.69927568,-62.41898442,40.98108569,0.599635774,-0.232592088,-0.367043686
2094,18.63467323,-62.58857369,40.21561786,0.598331612,-0.223775211,-0.374556401
2095,19.56455195,-62.74272063,39.44022696,0.596879522,-0.214903122,-0.3819764
2096,20.48868248,-62.88138719,38.65510428,0.595279868,-0.205978007,-0.389301861
2097,21.40683688,-63.00453916,37.86044355,0.59353304,-0.197002072,-0.396530967
2098,22.31878868,-63.11214618,37.05644084,0.591639473,-0.187977528,-0.403661945
2099,23.22431296,-63.20418167,36.24329451,0.58959963,-0.178906605,-0.410693025
2100,24.12318636,-63.28062295,35.42120521,0.587414019,-0.169791538,-0.417622482
2101,25.01518718,-63.34145115,34.59037576,0.585083175,-0.160634579,-0.424448596
2102,25.90009541,-63.38665125,33.75101116,0.582607677,-0.151437984,-0.431169693
2103,26.7776928,-63.41621212,32.90331852,0.579988132,-0.142204026,-0.437784106
2104,27.64776288,-63.43012645,32.04750698,0.577225191,-0.132934979,-0.444290212
2105,28.51009105,-63.42839082,31.1837877,0.57431953,-0.123633135,-0.450686395
2106,29.36446463,-63.41100565,30.31237379,0.571271871,-0.114300783,-0.456971088
2107,30.2106729,-63.37797525,29.43348025,0.568082962,-0.104940232,-0.46314273
2108,31.04850714,-63.32930775,28.54732395,0.564753594,-0.095553786,-0.469199808
2109,31.87776071,-63.26501516,27.65412352,0.561284584,-0.086143766,-0.475140818
2110,32.69822909,-63.18511336,26.75409935,0.557676793,-0.076712489,-0.480964304
2111,33.50970992,-63.08962205,25.8474735,0.553931106,-0.067262287,-0.486668819
2112,34.31200305,-62.9785648,24.93446967,0.550048452,-0.057795486,-0.492252965
2113,35.10491061,-62.85196901,24.01531313,0.546029784,-0.048314428,-0.497715356
2114,35.88823705,-62.70986592,23.09023066,0.541876099,-0.038821446,-0.503054653
2115,36.66178916,-62.55229059,22.15945052,0.537588416,-0.029318888,-0.508269528
2116,37.42537618,-62.37928191,21.22320235,0.533167799,-0.019809094,-0.513358706
2117,38.17880978,-62.19088255,20.28171717,0.528615334,-0.010294414,-0.51832092
2118,38.92190414,-61.987139,19.33522727,0.523932148,-0.000777192,-0.523154956
2119,39.65447599,-61.76810155,18.38396619,0.519119392,0.008740219,-0.527859611
2120,40.37634467,-61.53382422,17.42816862,0.514178259,0.018255477,-0.532433736
2121,41.08733214,-61.28436483,16.4680704,0.509109963,0.027766227,-0.53687619
2122,41.78726307,-61.01978493,15.50390841,0.503915759,0.037270129,-0.541185888
2123,42.47596483,-60.74014981,14.53592055,0.498596924,0.046764833,-0.545361757
2124,43.15326759,-60.44552844,13.56434566,0.493154776,0.056248001,-0.549402777
2125,43.81900431,-60.13599354,12.58942345,0.487590652,0.065717288,-0.55330794
2126,44.47301081,-59.81162148,11.61139448,0.48190593,0.075170363,-0.557076292
2127,45.11512581,-59.47249228,10.63050004,0.476102007,0.084604888,-0.560706895
2128,45.74519096,-59.11868963,9.646982177,0.470180322,0.09401854,-0.564198862
2129,46.36305088,-58.75030082,8.661083543,0.464142329,0.103408993,-0.567551322
2130,46.96855321,-58.36741675,7.673047396,0.457989524,0.112773933,-0.570763457
2131,47.56154864,-57.97013189,6.68311752,0.45172342,0.122111046,-0.573834466
2132,48.14189093,-57.55854426,5.691538163,0.445345568,0.131418031,-0.576763599
2133,48.70943697,-57.13275542,4.698553984,0.438857536,0.14069259,-0.579550126
2134,49.26404683,-56.69287042,3.704409982,0.432260931,0.149932436,-0.582193368
2135,49.80558373,-56.2389978,2.709351452,0.425557375,0.159135287,-0.584692663
2136,50.33391414,-55.77124955,1.713623904,0.418748528,0.168298876,-0.587047404
2137,50.8489078,-55.28974108,0.717473023,0.411836063,0.177420937,-0.589257001
2138,51.35043772,-54.79459119,-0.27885541,0.404821692,0.186499225,-0.591320917
2139,51.83838023,-54.28592206,-1.275115563,0.397707141,0.195531495,-0.593238636
2140,52.31261504,-53.76385918,-2.271061628,0.390494169,0.204515522,-0.595009691
2141,52.7730252,-53.22853139,-3.266447867,0.383184553,0.213449086,-0.596633638
2142,53.21949722,-52.68007075,-4.261028688,0.375780099,0.222329987,-0.598110086
2143,53.65192101,-52.11861259,-5.25455869,0.36828263,0.231156029,-0.599438659
2144,54.07018996,-51.54429545,-6.246792738,0.360694002,0.239925039,-0.60061904
2145,54.47420096,-50.95726103,-7.237486009,0.353016081,0.248634848,-0.601650929
2146,54.8638544,-50.35765417,-8.22639407,0.345250767,0.257283314,-0.60253408
2147,55.23905424,-49.74562281,-9.213272919,0.337399971,0.265868296,-0.603268266
2148,55.59970797,-49.12131798,-10.19787906,0.329465635,0.274387681,-0.603853315
2149,55.94572671,-48.4848937,-11.17996956,0.321449711,0.282839363,-0.604289074
2150,56.27702515,-47.836507,-12.1593021,0.313354183,0.291221261,-0.604575444
2151,56.59352164,-47.17631787,-13.13563504,0.305181043,0.299531302,-0.604712346
2152,56.89513818,-46.50448919,-14.1087275,0.296932313,0.307767441,-0.604699754
2153,57.18180043,-45.82118673,-15.07833937,0.288610023,0.31592764,-0.604537663
2154,57.45343775,-45.12657909,-16.04423142,0.280216231,0.324009891,-0.604226122
2155,57.70998319,-44.42083765,-17.00616532,0.271753004,0.332012196,-0.603765199
2156,57.95137355,-43.70413654,-17.96390374,0.263222434,0.339932583,-0.603155017
2157,58.17754936,-42.97665259,-18.91721037,0.254626622,0.347769095,-0.602395717
2158,58.38845488,-42.23856531,-19.86585,0.245967693,0.355519803,-0.601487495
2159,58.58403818,-41.49005681,-20.80958856,0.237247779,0.363182789,-0.600430568
2160,58.76425107,-40.73131176,-21.7481932,0.228469036,0.370756167,-0.599225203
2161,58.92904918,-39.96251738,-22.68143233,0.219633626,0.378238065,-0.597871691
2162,59.07839193,-39.18386336,-23.60907569,0.210743733,0.38562664,-0.596370373
2163,59.21224256,-38.39554182,-24.53089441,0.201801546,0.392920066,-0.594721612
2164,59.33056814,-37.59774726,-25.44666102,0.192809277,0.400116546,-0.592925823
2165,59.43333954,-36.79067653,-26.35614959,0.183769139,0.407214302,-0.59098344
2166,59.52053151,-35.97452876,-27.25913572,0.174683367,0.414211585,-0.588894952
2167,59.5921226,-35.14950533,-28.15539659,0.165554199,0.421106667,-0.586660865
2168,59.64809525,-34.3158098,-29.04471108,0.156383891,0.427897848,-0.584281739
2169,59.68843573,-33.47364787,-29.92685976,0.147174703,0.43458345,-0.581758153
2170,59.71313418,-32.62322732,-30.80162497,0.13792891,0.441161827,-0.579090737
2171,59.72218457,-31.764758,-31.66879087,0.128648789,0.447631352,-0.576280141
2172,59.71558478,-30.89845171,-32.52814352,0.119336636,0.453990433,-0.573327068
2173,59.6933365,-30.0245222,-33.37947087,0.109994742,0.460237496,-0.570232238
2174,59.65544532,-29.14318511,-34.22256288,0.100625417,0.466371005,-0.566996421
2175,59.60192068,-28.25465788,-35.05721151,0.091230969,0.472389441,-0.56362041
